Last inventory,Operating system,RAM (MB),CPU (MHz),CPU type,CPU number,Setor,RAM_GB,CPU_Family,Cores_per_CPU,Total_Cores,Machine_Profile,Impacto_Operacional,Custo_Upgrade_BRL
2/26/2026 9:42,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 9:53,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 9:56,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 9:57,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 9:58,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 9:59,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 10:01,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,32.0,Core i7,14,14,Notebook,Baixo,0
2/26/2026 10:02,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 10:07,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 10:08,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 10:16,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 10:25,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 10:27,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 10:31,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 10:31,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 10:33,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 10:36,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 10:38,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 10:42,Microsoft Windows 11 Enterprise,32768,2200,Intel(R) Core(TM) i7-14650HX [16 core(s) x86_64],1,Operação,32.0,Core i7,16,16,Desktop,Baixo,0
2/26/2026 10:42,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 10:45,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 10:48,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 10:49,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 10:57,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,64.0,Core i7,14,14,Notebook,Baixo,0
2/26/2026 11:06,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 11:09,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,64.0,Core i7,14,14,Notebook,Baixo,0
2/26/2026 11:20,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Desktop,Baixo,0
2/26/2026 11:29,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 11:29,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 11:31,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 11:47,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 11:48,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 11:58,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 12:11,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 12:19,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 12:26,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 12:26,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 12:50,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 12:54,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Jurídico,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 12:55,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 12:59,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 13:20,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 13:22,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 13:30,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 13:36,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 13:43,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 13:43,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 13:44,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 13:46,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 13:50,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 14:02,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 14:03,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 14:06,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 14:08,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 14:12,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/26/2026 14:18,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 14:26,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 14:27,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 14:30,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 14:34,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 14:37,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/26/2026 14:45,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 14:46,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 14:48,Microsoft Windows 11 Business,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 14:51,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 15:08,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 15:09,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 15:11,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 15:13,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 15:13,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 15:17,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 15:19,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/26/2026 15:30,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 15:36,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 15:38,Microsoft Windows 11 Pro,32768,2995,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz [4 core(s) x86_64],1,Operação,32.0,Core i7,4,4,Desktop,Baixo,0
2/26/2026 15:38,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 15:39,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 15:39,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 15:46,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,Operação,64.0,Core i9,24,24,Desktop,Baixo,0
2/26/2026 15:48,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 15:52,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,32.0,Core i7,14,14,Notebook,Baixo,0
2/26/2026 15:55,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/26/2026 15:57,Microsoft Windows Server 2022 Standard,16384,2400,Intel(R) Xeon(R) Gold 6448H [2 core(s) x86_64],3,TI,16.0,Xeon Gold,2,6,Servidor,Baixo,0
2/26/2026 15:59,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 16:03,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Comercial,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 16:11,Microsoft Windows 11 Pro,24576,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Comercial,24.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 16:12,Microsoft Windows 11 Pro,8192,2375,AMD Ryzen 5 4500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,8.0,Ryzen 5,6,6,Desktop,Alto,1600
2/26/2026 16:12,Microsoft Windows Server 2019 Standard,32768,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,TI,32.0,Xeon Platinum,1,4,Servidor,Baixo,0
2/26/2026 16:12,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 16:12,Microsoft Windows Server 2019 Standard,24576,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,TI,24.0,Xeon Gold,1,4,Servidor,Baixo,0
2/26/2026 16:16,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/26/2026 16:25,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,Operação,16.0,Core i5,6,6,Desktop,Médio,0
2/26/2026 16:26,Microsoft Windows 11 Pro,12288,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,12.0,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 16:42,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 16:45,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 16:45,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 16:45,Microsoft Windows 11 Pro,16384,3300,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics [4 core(s) x86_64],1,Jurídico,16.0,Ryzen 3,4,4,Desktop,Médio,0
2/26/2026 16:48,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 16:48,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 16:48,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 16:50,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 16:51,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 16:56,Microsoft Windows 11 Enterprise,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 16:58,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [2 core(s) x86_64],1,TI,8.0,Xeon Outro,2,2,Servidor,Alto,4500
2/26/2026 17:02,Microsoft Windows Server 2022 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [4 core(s) x86_64],1,TI,8.0,Xeon Platinum,4,4,Servidor,Médio,0
2/26/2026 17:02,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/26/2026 17:03,Microsoft Windows Server 2022 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,TI,8.0,Xeon Platinum,1,4,Servidor,Médio,0
2/26/2026 17:04,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 17:06,Microsoft Windows Server 2022 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,TI,16.0,Xeon Platinum,1,8,Servidor,Baixo,0
2/26/2026 17:07,Microsoft Windows Server 2022 Standard,8192,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,TI,8.0,Xeon Gold,1,4,Servidor,Médio,0
2/26/2026 17:08,Microsoft Windows Server 2022 Standard,16384,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,TI,16.0,Xeon Gold,1,4,Servidor,Baixo,0
2/26/2026 17:08,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 17:16,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 17:18,Microsoft Windows Server 2022 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,TI,16.0,Xeon Platinum,1,8,Servidor,Baixo,0
2/26/2026 17:22,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 17:23,Microsoft Windows Server 2022 Standard,24576,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,TI,24.0,Xeon Gold,1,4,Servidor,Baixo,0
2/26/2026 17:27,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 17:38,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,TI,8.0,Xeon Platinum,1,4,Servidor,Médio,0
2/26/2026 17:43,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 17:45,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 17:49,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 17:49,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 17:51,Microsoft Windows Server 2019 Standard,16448,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [5 core(s) x86_64],1,TI,16.0625,Xeon Outro,5,5,Servidor,Médio,0
2/26/2026 18:00,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/26/2026 18:01,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 18:04,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 18:06,Microsoft Windows Server 2019 Standard,32768,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],6,TI,32.0,Xeon Gold,1,6,Servidor,Baixo,0
2/26/2026 18:06,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 18:07,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 18:09,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 18:14,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 18:27,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Desktop,Baixo,0
2/26/2026 18:32,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/26/2026 18:33,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
